time,tradeDate,nominal,dv01,recTrader,recEndState,security,platform,buySell,cName,isVoice,won,tradedAway,tiedAway,rejected,sign,countryCode,bondType,currency,securityClass,desk,sector,maturityDate,classification,Salesperson,RMHF
53:10.6,18/11/2019,2743306.382,1534.381814,trader48,Done,security425,Tradeweb,Sell,client122,0,1,0,0,0,-1,ES,SPGB,EUR,EGB,EGB,3.5-5.5,15/02/2023,Floating,salesperson7,HedgeFund
42:36.3,18/11/2019,140442.42,187.612536,trader46,TradedAwayTied,security413,Tradeweb,Sell,client173,0,0,0,1,0,-1,US,[NULL],USD,IrsVanilla,USD SWAPS,2-3.5,22/03/2044,CADES,salesperson1,HedgeFund
04:43.1,18/11/2019,113801.9375,26.54656167,trader23,DoneTied,security426,Tradeweb,Buy,client122,0,1,0,0,0,1,IT,BTPS,EUR,EGB,EGB,5.5-10,15/12/2020,RENTEN,salesperson9,RealMoney
42:39.2,18/11/2019,1240956.238,887.4456784,trader48,CustomerExpired,security427,Tradeweb,Pay,client122,0,0,0,0,0,1,US,TBILL,USD,TBILL,UST,0-2,27/03/2019,CADES,salesperson4,RealMoney
01:47.0,18/11/2019,2366846.513,4488.245923,trader48,CoveredTied,security428,Tradeweb,Receive,client122,0,0,0,0,0,-1,[NULL],[NULL],JPY,IRS_JPY,[NULL],5.5-10,01/11/2022,Nominal,salesperson2,HedgeFund
50:32.8,18/11/2019,709230.1971,599.1744276,trader47,DealerExpired,security429,Tradeweb,Sell,client122,0,0,0,0,0,-1,EU,[NULL],EUR,IRS_EUR,[NULL],3.5-5.5,20/02/2047,CADES,salesperson2,RealMoney
42:33.0,18/11/2019,191466.4256,116.254406,trader48,TradedAway,security430,Tradeweb,Market,client122,0,0,1,0,0,[NULL],BE,BGB,EUR,EGB,EGB,5.5-10,15/02/2046,NEDWBK,salesperson9,HedgeFund
37:54.5,18/11/2019,640586225.1,568865.4285,trader8,CustomerRejected,security13,Bloomberg,Pay,client32,0,0,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],5.5-10,07/06/2023,3m-EUR-EURIBOR-Reuters,salesperson5,RealMoney
42:50.2,18/11/2019,417377.5705,844.5744914,trader46,TradedAway,security216,Tradeweb,Sell,client173,0,0,1,0,0,-1,IE,IRISH,EUR,EGB,EGB,Oct-30,15/02/2031,ESM,salesperson7,RealMoney
45:11.6,18/11/2019,20323295.33,19405.79924,trader47,TradedAway,security400,Bloomberg,Pay,client169,0,0,1,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,3.5-5.5,07/12/2040,DEXGRP,salesperson9,RealMoney
58:11.2,18/11/2019,89384.96283,20.85081749,trader23,CustomerExpired,security426,Tradeweb,Buy,client122,0,0,0,0,0,1,CN,EuroUSD,USD,BOND,[NULL],0-2,05/02/2027,Bill,salesperson3,HedgeFund
57:27.0,11/11/2019,5237142.443,8311.345057,trader39,DoneTied,security431,Tradeweb,Sell,client150,0,1,0,0,0,-1,SG,[NULL],USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,0-2,01/12/2028,6m-GBP-LIBOR-BBA,salesperson1,HedgeFund
04:35.3,11/11/2019,5109710.607,4316.308563,trader47,DealerRejected,security429,Tradeweb,Sell,client122,0,0,0,0,1,-1,DE,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,3.5-5.5,15/05/2031,12m-USD-Federal Funds-H.15-OIS-COMPOUND,salesperson1,HedgeFund
03:50.5,11/11/2019,1777164.719,0,trader47,DealerExpired,security361,Bloomberg,Sell,client175,0,0,0,0,0,-1,AT,RAGB,EUR,EGB,INF-EMEA,2-3.5,25/05/2021,6m-EUR-EURIBOR-Reuters,salesperson0,RealMoney
54:36.0,11/11/2019,4956418.686,9405.312599,trader48,DoneTied,security428,Tradeweb,Receive,client122,0,1,0,0,0,-1,AU,ACGB,AUD,ACGB,JGB,Oct-30,21/04/2029,3m-EUR-EURIBOR-Reuters,salesperson8,HedgeFund
04:23.3,11/11/2019,318008.7644,227.4166907,trader48,Done,security427,Tradeweb,Sell,client122,0,1,0,0,0,-1,ES,EuroEUR,EUR,EGB_INFLATION,INF-EMEA,5.5-10,08/05/2019,EFSF,salesperson3,RealMoney
44:41.9,11/11/2019,1084260.599,2364.136762,trader48,CustomerExpired,security432,Tradeweb,Sell,client173,0,0,0,0,0,-1,SG,EuroUSD,USD,BOND,CREDIT-AEJ,2-3.5,01/09/2024,Floating,salesperson1,HedgeFund
50:37.7,11/11/2019,736063806.1,765948.3843,trader8,TradedAway,security109,Bloomberg,Sell,client32,0,0,1,0,0,-1,HK,[NULL],USD,BOND,CREDIT-AEJ,2-3.5,01/11/2020,PORTUG,salesperson6,RealMoney
46:15.9,11/11/2019,79190.82175,48.08508885,trader48,TradedAwayTied,security430,Tradeweb,Sell,client122,0,0,0,1,0,-1,AU,EuroAUD,AUD,BOND,$ BLOCK,2-3.5,15/02/2023,KOMMUN,salesperson6,RealMoney
51:38.3,19/11/2019,48704332.12,9406.817507,trader10,CustomerExpired,security2,Bloomberg,Pay,client2,0,0,0,0,0,1,FR,FRTR,EUR,EGB,INF-EMEA,3.5-5.5,24/03/2021,Floating,salesperson1,RealMoney
53:13.4,19/11/2019,1506300.559,909.518182,trader53,TradedAway,security433,Bloomberg,Pay,client176,0,0,1,0,0,1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,2-3.5,05/02/2039,CADES,salesperson4,RealMoney
49:29.3,19/11/2019,284761.7511,615.2402678,trader46,CustomerExpired,security434,Tradeweb,Sell,client173,0,0,0,0,0,-1,AU,EuroAUD,AUD,BOND,$ BLOCK,5.5-10,13/06/2019,3m-GBP-LIBOR-BBA,salesperson4,HedgeFund
59:43.6,19/11/2019,1034518.593,731.810016,trader53,Done,security435,Bloomberg,Receive,client157,0,1,0,0,0,-1,IT,BTPS,EUR,EGB,EGB,3.5-5.5,20/12/2033,KFW,salesperson4,HedgeFund
50:24.9,19/11/2019,5359863.874,3597.810179,trader53,CoveredTied,security436,Bloomberg,Sell,client176,0,0,0,0,0,-1,DE,EuroEUR,EUR,EGB,[NULL],0-2,15/02/2045,NRW,salesperson9,RealMoney
03:45.4,19/11/2019,55878.30574,137.4726421,trader46,CustomerExpired,security405,Tradeweb,Sell,client173,0,0,0,0,0,-1,FI,RFGB,EUR,EGB,EGB,5.5-10,01/08/2022,ASIA,salesperson4,RealMoney
55:35.6,19/11/2019,179949.0624,240.4145502,trader46,DoneTied,security413,Tradeweb,Pay,client173,0,1,0,0,0,1,AU,ACGB,AUD,ACGB,$ BLOCK,2-3.5,25/11/2025,6m-JPY-LIBOR-BBA,salesperson4,RealMoney
50:35.5,19/11/2019,233254.665,90.4463641,trader48,CustomerRejected,security437,Bloomberg,Pay,client176,0,0,0,0,0,1,DE,EuroUSD,USD,BOND,FBG,2-3.5,25/11/2020,EIB,salesperson7,RealMoney
47:51.6,19/11/2019,33475723.91,15963.85144,trader47,TradedAwayTied,security438,Bloomberg,Buy,client176,0,0,0,1,0,1,US,TBOND,USD,TBOND,UST,Oct-30,22/06/2027,Nominal,salesperson7,RealMoney
50:40.2,19/11/2019,6116224.198,4479.779508,trader48,TradedAwayTied,security439,Bloomberg,Sell,client176,0,0,0,1,0,-1,IE,IRISH,EUR,EGB,EGB,5.5-10,31/12/2019,Nominal,salesperson6,RealMoney
00:10.1,19/11/2019,40452651.84,29606.53585,trader48,Done,security407,Tradeweb,Receive,client21,0,1,0,0,0,-1,FR,FRTR,EUR,EGB,EGB,3.5-5.5,18/07/2029,Nominal,salesperson4,HedgeFund
50:38.8,19/11/2019,5876138.815,2467.228865,trader10,CustomerExpired,security19,Bloomberg,Pay,client39,0,0,0,0,0,1,US,TBOND,USD,TBOND,UST,0-2,01/09/2020,Nominal,salesperson0,RealMoney
51:32.4,19/11/2019,115058.2022,84.27674332,trader48,DealerRejected,security439,Bloomberg,Buy,client168,0,0,0,0,1,1,JP,JTDB,JPY,JGB_BILLS,[NULL],0-2,09/02/2022,Nominal,salesperson0,HedgeFund
57:06.9,19/11/2019,2889434.8,5056.60054,trader46,TradedAway,security440,Tradeweb,Buy,client45,0,0,1,0,0,1,DE,EuroEUR,EUR,EGB,INF-EMEA,0-2,20/09/2020,Nominal,salesperson3,RealMoney
53:55.0,19/11/2019,23172987.71,3895.12376,trader0,DealerExpired,security441,Tradeweb,Buy,client21,0,0,0,0,0,1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,5.5-10,12/08/2019,Nominal,salesperson5,HedgeFund
46:57.4,19/11/2019,33037649.16,3157.591494,trader23,TradedAway,security442,Tradeweb,Market,client11,0,0,1,0,0,[NULL],JP,JGB (Reopen),JPY,JGB,JGB,0-2,31/10/2023,Nominal,salesperson5,HedgeFund
57:15.1,19/11/2019,1007918.169,1710.375423,trader10,CustomerRejected,security443,Tradeweb,Receive,client21,0,0,0,0,0,-1,AU,ACGB,AUD,ACGB,$ BLOCK,2-3.5,15/04/2037,Nominal,salesperson9,HedgeFund
54:53.6,19/11/2019,37629.40141,32.93795766,trader50,Done,security444,Tradeweb,Buy,client11,0,1,0,0,0,1,JP,JPNCorp,JPY,BOND,[NULL],2-3.5,05/02/2039,Nominal,salesperson0,RealMoney
09:49.1,19/11/2019,55217313.39,11097.07534,trader24,DealerExpired,security445,Bloomberg,Buy,client165,0,0,0,0,0,1,DE,EuroAUD,AUD,MEDIUM-TERM-NOTE,[NULL],3.5-5.5,10/10/2019,Nominal,salesperson4,HedgeFund
48:50.5,19/11/2019,108778355.3,54641.65563,trader24,DealerRejected,security446,Bloomberg,Sell,client165,0,0,0,0,1,-1,FR,FRTR,EUR,EGB,INF-EMEA,2-3.5,15/06/2020,Nominal,salesperson1,HedgeFund
05:17.6,19/11/2019,946142.6373,1120.232883,trader10,Covered,security447,Tradeweb,Receive,client21,0,0,0,0,0,-1,DE,DBR,EUR,EGB,INF-EMEA,0-2,09/05/2019,Nominal,salesperson6,RealMoney
51:10.4,19/11/2019,2136841.073,2040.787396,trader47,CoveredTied,security400,Bloomberg,Buy,client177,0,0,0,0,0,1,FR,FRTR,EUR,EGB,EGB,Oct-30,31/10/2022,Nominal,salesperson4,RealMoney
57:18.6,19/11/2019,269346.7191,54.12177793,trader54,TradedAway,security448,Bloomberg,Buy,client178,0,0,1,0,0,1,NL,NETHER,EUR,EGB,EGB,5.5-10,18/04/2034,Nominal,salesperson1,HedgeFund
50:02.9,19/11/2019,304790105.1,190244.3517,trader47,CustomerRejected,security449,Tradeweb,Sell,client179,0,0,0,0,0,-1,FR,FRTR,EUR,EGB,[NULL],Oct-30,31/01/2021,Nominal,salesperson3,RealMoney
58:23.4,19/11/2019,21129580.06,14620.58676,trader48,Done,security450,Tradeweb,Sell,client21,0,1,0,0,0,-1,DE,DBR,EUR,EGB,[NULL],3.5-5.5,01/02/2022,Nominal,salesperson8,RealMoney
49:43.4,19/11/2019,466033.0425,38.53743913,trader0,CustomerExpired,security451,Bloomberg,Pay,client180,0,0,0,0,0,1,JP,JGB,JPY,JGB,JGB,Oct-30,14/02/2019,Nominal,salesperson8,RealMoney
01:36.7,19/11/2019,67932.85486,35.09864168,trader10,Covered,security452,Tradeweb,Receive,client11,0,0,0,0,0,-1,DE,DBR,EUR,EGB,INF-EMEA,0-2,20/06/2038,Nominal,salesperson4,HedgeFund
02:21.3,19/11/2019,85669210.31,81557.08822,trader10,DealerExpired,security134,Tradeweb,Buy,client11,0,0,0,0,0,1,HK,[NULL],USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,22/01/2060,Nominal,salesperson0,HedgeFund
52:39.4,19/11/2019,415546.602,799.2346313,trader10,DoneTied,security298,Tradeweb,Receive,client11,0,1,0,0,0,-1,AU,EuroAUD,AUD,BOND,$ BLOCK,0-2,31/01/2020,Nominal,salesperson1,HedgeFund
07:02.0,19/11/2019,75780591.12,72369.39579,trader47,CustomerRejected,security400,Bloomberg,Pay,client169,0,0,0,0,0,1,US,TBOND,USD,TBOND,UST,5.5-10,01/02/2021,InfLinked,salesperson5,RealMoney
01:53.3,19/11/2019,3721228.131,9335.628314,trader47,TradedAway,security325,Tradeweb,Market,client181,0,0,1,0,0,[NULL],IT,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,Oct-30,30/09/2024,InfLinked,salesperson7,RealMoney
51:26.4,19/11/2019,566235595.1,3765.466707,trader10,Done,security290,Bloomberg,Receive,client182,0,1,0,0,0,-1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,20/12/2038,InfLinked,salesperson2,RealMoney
02:55.7,19/11/2019,8378811.939,6137.608601,trader48,DealerRejected,security439,Bloomberg,Sell,client183,0,0,0,0,1,-1,JP,JTDB,JPY,JGB_BILLS,[NULL],0-2,05/02/2031,InfLinked,salesperson8,HedgeFund
03:33.7,19/11/2019,2512081.989,1640.389539,trader10,Done,security453,Tradeweb,Buy,client45,0,1,0,0,0,1,FR,FRTR,EUR,EGB,EGB,3.5-5.5,11/03/2019,InfLinked,salesperson1,RealMoney
13:11.1,19/11/2019,473239464.7,0,trader47,CustomerExpired,security214,Tradeweb,Sell,client167,0,0,0,0,0,-1,SG,EuroUSD,USD,BOND,CREDIT-AEJ,0-2,07/12/2027,InfLinked,salesperson1,RealMoney
07:21.3,19/11/2019,4204714.62,7278.361008,trader10,DoneTied,security454,Tradeweb,Sell,client45,0,1,0,0,0,-1,DE,EuroEUR,EUR,EGB,INF-EMEA,3.5-5.5,21/02/2038,InfLinked,salesperson4,RealMoney
55:08.2,19/11/2019,162125531.5,1077.1215,trader10,Covered,security290,Bloomberg,Pay,client182,0,0,0,0,0,1,SI,EuroEUR,EUR,BOND,EGB,2-3.5,20/06/2029,InfLinked,salesperson8,HedgeFund
14:05.4,19/11/2019,26261300.19,10583.30398,trader10,TradedAwayTied,security455,Tradeweb,Buy,client45,0,0,0,1,0,1,PT,PGB,EUR,EGB,EGB,0-2,15/11/2047,InfLinked,salesperson5,HedgeFund
45:46.7,19/11/2019,2255676.235,5660.664468,trader47,Covered,security325,Tradeweb,Pay,client128,0,0,0,0,0,1,SI,EuroEUR,EUR,BOND,EGB,0-2,15/07/2019,InfLinked,salesperson6,RealMoney
49:52.0,19/11/2019,45761081.73,80881.50773,trader39,CustomerRejected,security250,Bloomberg,Buy,client184,0,0,0,0,0,1,NL,Samurai,JPY,BOND,[NULL],5.5-10,11/02/2049,InfLinked,salesperson8,RealMoney
51:10.1,19/11/2019,935298.977,1882.025132,trader19,TradedAway,security456,Bloomberg,Pay,client184,0,0,1,0,0,1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,5.5-10,21/05/2021,InfLinked,salesperson5,HedgeFund
45:23.8,19/11/2019,5869182.694,8103.628589,trader19,TradedAwayTied,security457,Bloomberg,Buy,client184,0,0,0,1,0,1,[NULL],[NULL],JPY,IRS_JPY,[NULL],Oct-30,15/05/2031,InfLinked,salesperson1,HedgeFund
58:33.7,19/11/2019,174230.7295,111.2558568,trader47,CoveredTied,security458,Tradeweb,Receive,client128,0,0,0,0,0,-1,DE,EuroEUR,EUR,EGB,EGB,0-2,22/06/2024,InfLinked,salesperson2,RealMoney
09:44.2,19/11/2019,141241.2431,108.8170909,trader47,DealerExpired,security395,Tradeweb,Buy,client128,0,0,0,0,0,1,GB,[NULL],GBP,IRS_GBP,EUR SWAPS,5.5-10,15/11/2023,InfLinked,salesperson6,RealMoney
51:11.7,19/11/2019,3962552.383,5013.84459,trader47,TradedAway,security459,Tradeweb,Buy,client128,0,0,1,0,0,1,US,[NULL],USD,IrsImm,USD SWAPS,Oct-30,15/01/2037,InfLinked,salesperson7,HedgeFund
54:11.9,19/11/2019,52911.83195,24.10011106,trader47,Covered,security460,Tradeweb,Pay,client128,0,0,0,0,0,1,[NULL],[NULL],JPY,IRS_JPY,[NULL],5.5-10,13/10/2023,InfLinked,salesperson4,RealMoney
07:57.5,19/11/2019,101075589,89670.30155,trader10,CustomerExpired,security75,Bloomberg,Receive,client32,0,0,0,0,0,-1,NL,NETHER,EUR,EGB_BILLS,EUR BILLS,0-2,01/03/2024,InfLinked,salesperson1,RealMoney
08:40.0,19/11/2019,4982892.122,4614.580308,trader0,Covered,security461,Tradeweb,Receive,client128,0,0,0,0,0,-1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,5.5-10,30/04/2021,InfLinked,salesperson1,HedgeFund
48:17.4,19/11/2019,24718570.09,5414.911761,trader39,Done,security462,Bloomberg,Buy,client184,0,1,0,0,0,1,DE,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,Oct-30,15/11/2039,InfLinked,salesperson1,HedgeFund
47:05.9,19/11/2019,425507000.8,70531.51065,trader39,Done,security463,Bloomberg,Pay,client184,0,1,0,0,0,1,CN,EuroUSD,USD,BOND,[NULL],0-2,29/02/2020,InfLinked,salesperson2,HedgeFund
14:36.7,19/11/2019,279273.4004,256.4775458,trader47,DealerRejected,security464,Tradeweb,Pay,client128,0,0,0,0,1,1,DE,DBR,EUR,EGB,[NULL],3.5-5.5,21/09/2027,InfLinked,salesperson9,HedgeFund
53:17.3,19/11/2019,40605146.77,83380.63864,trader10,Covered,security39,Tradeweb,Sell,client126,0,0,0,0,0,-1,DE,EuroUSD,USD,BOND,FBG,2-3.5,25/05/2024,InfLinked,salesperson0,HedgeFund
15:50.4,19/11/2019,420215245.6,404062.7019,trader47,CustomerExpired,security214,Tradeweb,Buy,client181,0,0,0,0,0,1,US,TBOND,USD,TBOND,UST,0-2,19/06/2023,InfLinked,salesperson5,RealMoney
54:51.0,19/11/2019,15539879.35,7784.131768,trader0,CustomerExpired,security4,Bloomberg,Receive,client17,0,0,0,0,0,-1,DE,DBR,EUR,EGB,EGB,Oct-30,20/12/2033,InfLinked,salesperson8,HedgeFund
58:37.3,19/11/2019,41895121.47,40012.10284,trader47,CustomerExpired,security400,Bloomberg,Pay,client169,0,0,0,0,0,1,EU,[NULL],EUR,IRS_EUR,[NULL],3.5-5.5,27/03/2019,InfLinked,salesperson6,HedgeFund
05:51.1,19/11/2019,38776.47512,6.517534078,trader0,CustomerRejected,security441,Bloomberg,Receive,client168,0,0,0,0,0,-1,GR,GGB,EUR,EGB,EGB,2-3.5,04/01/2039,InfLinked,salesperson0,HedgeFund
59:32.9,19/11/2019,4669657119,19425.77362,trader10,Done,security465,Bloomberg,Receive,client182,0,1,0,0,0,-1,JP,JGB (Reopen),JPY,JGB,JGB,3.5-5.5,15/02/2023,InfLinked,salesperson2,HedgeFund
51:44.1,19/11/2019,21909897.18,13438.07027,trader10,Covered,security1,Tradeweb,Buy,client45,0,0,0,0,0,1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,3.5-5.5,15/01/2027,InfLinked,salesperson2,RealMoney
54:25.0,19/11/2019,5148908.092,1721.851794,trader48,CustomerExpired,security466,Bloomberg,Buy,client185,0,0,0,0,0,1,AU,EuroAUD,AUD,BOND,$ BLOCK,5.5-10,20/04/2028,InfLinked,salesperson6,RealMoney
04:39.4,19/11/2019,343669.5064,57.76383007,trader0,DoneTied,security441,Bloomberg,Buy,client168,0,1,0,0,0,1,GB,UKT,GBP,GBP_INFLATION,INF-EMEA,30+,30/07/2026,InfLinked,salesperson1,HedgeFund
18:53.5,19/11/2019,8036249.375,10682.3077,trader48,CustomerRejected,security467,Tradeweb,Pay,client21,0,0,0,0,0,1,HK,EuroUSD,USD,BOND,CREDIT-AEJ,0-2,20/06/2028,InfLinked,salesperson3,HedgeFund
50:06.0,19/11/2019,17457565.85,43802.89608,trader47,DealerExpired,security325,Tradeweb,Sell,client145,0,0,0,0,0,-1,BE,BGB,EUR,EGB,EGB,5.5-10,15/02/2048,InfLinked,salesperson8,RealMoney
58:09.0,19/11/2019,40184341.38,66464.90064,trader10,Covered,security468,Tradeweb,Receive,client21,0,0,0,0,0,-1,DE,EuroEUR,EUR,BOND,FBG,3.5-5.5,01/11/2023,InfLinked,salesperson9,HedgeFund
10:21.2,19/11/2019,148388093.6,234193.0697,trader47,DealerRejected,security469,Bondvision,Buy,client186,0,0,0,0,1,1,GB,UKT,GBP,GILTS,GILTS,3.5-5.5,01/12/2025,InfLinked,salesperson7,RealMoney
02:23.5,19/11/2019,3105802.078,2986.660646,trader47,Covered,security214,Bloomberg,Sell,client170,0,0,0,0,0,-1,US,TBOND,USD,TBOND,UST,5.5-10,12/08/2019,InfLinked,salesperson4,HedgeFund
06:12.8,19/11/2019,30194334.36,26814.543,trader14,DoneTied,security94,Tradeweb,Buy,client150,0,1,0,0,0,1,SA,EuroUSD,USD,BOND,EM CREDIT-EMEA,30+,18/07/2029,InfLinked,salesperson8,RealMoney
13:40.6,19/11/2019,12216033.94,23393.70499,trader10,DoneTied,security470,Tradeweb,Buy,client21,0,1,0,0,0,1,US,TSTRIP,USD,TSTRIP,UST,Oct-30,15/03/2020,InfLinked,salesperson5,HedgeFund
05:44.6,19/11/2019,2673079.206,2552.955605,trader47,Covered,security400,Bloomberg,Buy,client169,0,0,0,0,0,1,US,[NULL],USD,IrsImm,USD SWAPS,Oct-30,30/09/2023,InfLinked,salesperson4,HedgeFund
01:38.4,11/11/2019,17309762.58,1530.183012,trader10,CoveredTied,security471,Tradeweb,Receive,client45,0,0,0,0,0,-1,CA,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,Oct-30,30/11/2023,InfLinked,salesperson6,RealMoney
05:34.5,11/11/2019,18927074.82,5078.433024,trader10,Covered,security472,Tradeweb,Buy,client45,0,0,0,0,0,1,HK,EuroUSD,USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,2-3.5,18/07/2021,InfLinked,salesperson3,HedgeFund
02:37.3,11/11/2019,5546469.304,0,trader47,DoneTied,security400,Bloomberg,Receive,client177,0,1,0,0,0,-1,US,[NULL],USD,IrsOis,USD SWAPS,0-2,07/12/2049,InfLinked,salesperson6,HedgeFund
58:40.6,11/11/2019,4657709.49,3588.785098,trader47,DealerRejected,security395,Tradeweb,Pay,client179,0,0,0,0,1,1,SA,EuroUSD,USD,BOND,EM CREDIT-EMEA,30+,20/06/2024,InfLinked,salesperson5,HedgeFund
57:29.6,11/11/2019,41613585.71,74197.02332,trader10,Covered,security473,Tradeweb,Receive,client150,0,0,0,0,0,-1,DE,DBR,EUR,EGB,[NULL],3.5-5.5,22/10/2071,InfLinked,salesperson5,RealMoney
56:49.5,11/11/2019,4.19674E+12,1810305150,trader25,TradedAway,security85,VOICE,Pay,client187,1,0,1,0,0,1,ID,EuroUSD,USD,BOND,CREDIT-AEJ,30+,10/03/2025,InfLinked,salesperson2,RealMoney
18:23.4,11/11/2019,2430239.629,2328.264531,trader48,CustomerRejected,security474,Bloomberg,Receive,client158,0,0,0,0,0,-1,IT,BTPS,EUR,EGB,INF-EMEA,5.5-10,15/08/2048,InfLinked,salesperson0,HedgeFund
19:34.7,11/11/2019,34503532.36,10682.64042,trader48,CustomerRejected,security475,Tradeweb,Receive,client21,0,0,0,0,0,-1,HK,[NULL],USD,MEDIUM-TERM-NOTE,CREDIT-AEJ,3.5-5.5,15/03/2037,InfLinked,salesperson5,HedgeFund
56:24.0,11/11/2019,112103497.3,99453.82957,trader10,DoneTied,security75,Bloomberg,Sell,client39,0,1,0,0,0,-1,IT,EuroEUR,EUR,MEDIUM-TERM-NOTE,FBG,Oct-30,24/03/2021,InfLinked,salesperson3,RealMoney
21:20.3,11/11/2019,47871210.11,79801.71926,trader31,Covered,security476,VOICE,Pay,client188,1,0,0,0,0,1,FR,TBILL,EUR,EGB_BILLS,EUR BILLS,0-2,16/02/2021,InfLinked,salesperson9,RealMoney
56:07.2,11/11/2019,30837772.08,14615.11675,trader8,TradedAway,security477,Tradeweb,Market,client189,0,0,1,0,0,[NULL],JP,JGB (Reopen),JPY,JGB,JGB,30+,15/05/2033,InfLinked,salesperson2,RealMoney
04:37.0,11/11/2019,45502778.76,40977.84465,trader48,TradedAwayTied,security391,Tradeweb,Buy,client21,0,0,0,1,0,1,FR,FRTR,EUR,EGB,EGB,Oct-30,21/06/2021,InfLinked,salesperson5,RealMoney
06:27.1,11/11/2019,2133430.141,3567.181869,trader0,CustomerExpired,security478,Tradeweb,Sell,client190,0,0,0,0,0,-1,JP,JTDB,JPY,JGB_BILLS,[NULL],0-2,07/06/2032,InfLinked,salesperson6,RealMoney
11:28.9,11/11/2019,47214670,45240.03222,trader48,CoveredTied,security474,Tradeweb,Pay,client190,0,0,0,0,0,1,JP,JTDB,JPY,JGB_BILLS,JGB,0-2,15/09/2025,InfLinked,salesperson8,HedgeFund
57:53.8,11/11/2019,1367567.57,1067.251039,trader0,CoveredTied,security401,Tradeweb,Sell,client190,0,0,0,0,0,-1,EU,[NULL],EUR,IRS_EUR,[NULL],5.5-10,07/12/2042,InfLinked,salesperson7,HedgeFund
08:55.8,11/11/2019,16946450.84,42533.17778,trader47,CoveredTied,security325,Tradeweb,Receive,client190,0,0,0,0,0,-1,US,[NULL],USD,IrsVanilla,JGB,0-2,01/09/2020,InfLinked,salesperson5,RealMoney
13:46.7,11/11/2019,28339864.95,3021.326313,trader23,CustomerExpired,security479,Tradeweb,Receive,client190,0,0,0,0,0,-1,JP,JPNCorp,JPY,BOND,[NULL],3.5-5.5,25/11/2026,InfLinked,salesperson7,RealMoney
19:55.8,11/11/2019,2744677.44,3468.605995,trader0,TradedAwayTied,security374,Tradeweb,Sell,client190,0,0,0,1,0,-1,DE,DBR,EUR,EGB,EGB,5.5-10,06/06/2019,InfLinked,salesperson7,HedgeFund
13:50.6,11/11/2019,11911841.24,5001.454096,trader10,DealerExpired,security19,Bloomberg,Sell,client26,0,0,0,0,0,-1,ID,INDON,IDO,BOND,[NULL],Oct-30,22/03/2026,InfLinked,salesperson8,RealMoney
06:11.1,11/11/2019,70543751.61,21839.46675,trader48,TradedAway,security475,Tradeweb,Sell,client21,0,0,1,0,0,-1,[NULL],[NULL],JPY,IRS_JPY,[NULL],Oct-30,02/05/2019,InfLinked,salesperson3,RealMoney
02:36.7,11/11/2019,2294459569,3621251.389,trader47,TradedAwayTied,security469,Bloomberg,Sell,client186,0,0,0,1,0,-1,DE,DBR,EUR,EGB,INF-EMEA,0-2,30/04/2023,InfLinked,salesperson9,HedgeFund
03:34.1,11/11/2019,50396296.51,79534.50021,trader47,TradedAway,security469,Bondvision,Pay,client186,0,0,1,0,0,1,ID,INDON,IDO,BOND,[NULL],Oct-30,25/06/2039,InfLinked,salesperson0,HedgeFund
57:45.1,11/11/2019,443574.2923,407.7002835,trader47,Done,security410,Bloomberg,Pay,client191,0,1,0,0,0,1,BE,BGB,EUR,EGB,EGB,3.5-5.5,30/05/2044,InfLinked,salesperson1,RealMoney
18:25.1,11/11/2019,16452375598,13092611.26,trader25,Done,security480,VOICE,Pay,client192,1,1,0,0,0,1,ES,SPGB,EUR,EGB,EGB,0-2,31/03/2023,InfLinked,salesperson4,HedgeFund
16:37.5,11/11/2019,3210194.191,3065.511878,trader47,CustomerRejected,security400,Bloomberg,Sell,client169,0,0,0,0,0,-1,IT,BTPS,EUR,EGB,EGB,2-3.5,28/03/2019,InfLinked,salesperson3,HedgeFund
17:13.3,03/03/2019,13483845.68,2954.463428,trader26,CustomerRejected,security378,VOICE,Buy,client164,1,0,0,0,0,1,DE,EuroEUR,EUR,EGB,INF-EMEA,3.5-5.5,15/05/2027,InfLinked,salesperson0,RealMoney
21:47.5,03/03/2019,434810.1555,355.0350243,trader47,CoveredTied,security481,Tradeweb,Receive,client128,0,0,0,0,0,-1,US,TBOND (IL),USD,TIPS-NOTE,INF-AMER,2-3.5,23/11/2020,InfLinked,salesperson6,HedgeFund
